date,daily_return,cumulative_return
2025-11-19,0.002706759610318646,0.8298783964366399
2025-11-20,0.0046692940269807415,0.8337533426762419
2025-11-21,-0.006387927903294899,0.828427386434095
2025-11-24,-0.0071263058262631546,0.8225237595235138
2025-11-25,0.007557346291662964,0.8287398564073535
2025-11-26,-0.0033967382699797146,0.8259248440212372
2025-11-28,-0.0024375766407418176,0.8239115889144427
2025-12-01,0.00264386629386687,0.8260899009934999
2025-12-02,0.004421128063580582,0.8297421502378228
2025-12-03,0.002404128511392517,0.8317369569983137
2025-12-04,-0.0025736509854337036,0.8295963563593134
2025-12-05,-0.004220191127909043,0.8260953011764601
2025-12-08,-0.024496066485827847,0.8058592157552116
2025-12-09,0.007251564867242766,0.811702956132126
2025-12-10,-0.00021955087680991525,0.8115247460363979
2025-12-11,0.013993817592392738,0.8228810753041441
2025-12-12,-0.003515819854486152,0.819987973681709
2025-12-15,0.006031718552112347,0.8249339103550739
2025-12-16,0.004628431121618288,0.8287520601390396
2025-12-17,0.007071219297087414,0.8346123476991957
2025-12-18,-0.003471187244470819,0.8317152519637844
2025-12-19,-0.0018975526485591199,0.8301370284845734
2025-12-22,-0.004706146554397314,0.8262302819682931
2025-12-23,0.005108615450514165,0.830451174752439
2025-12-24,0.0032163046861249933,0.8331221587573931
2025-12-26,0.005131160182868383,0.8373970420058744
2025-12-29,-0.00042057114153434827,0.8370448569760005
2025-12-30,-0.0008363266501826977,0.8363448140547131
2025-12-31,0.0006411353617936932,0.8368810242896563
2026-01-02,0.0038904102613374764,0.8401368348140714
2026-01-05,-0.00014518055148446396,0.8400148632850707
2026-01-06,-0.004241639295570823,0.8364518232320971
2026-01-07,-0.007463097728347481,0.8302093015302615
2026-01-08,-0.015844453684629833,0.8170550887036164
2026-01-09,-0.0072080106155923696,0.811165746950717
2026-01-12,-0.0004566060517765813,0.8107953637616654
2026-01-13,-0.007331680486391101,0.8048508712147177
2026-01-14,0.007689790529617241,0.8110400058219387
2026-01-15,-0.004535321840777651,0.80736167836979
2026-01-16,-0.016307483820349244,0.7941956408626046
2026-01-20,0.001799147798506373,0.795624516201446
2026-01-21,-0.03181289197332099,0.7703133994162037
2026-01-22,-0.0045118186368992555,0.7668378850644645
2026-01-23,0.007013237459532334,0.7722159012453872
2026-01-26,0.020766745449562335,0.7882523122986546
2026-01-27,-0.0009273746692246843,0.787521307071271
2026-01-28,-0.00791063765209675,0.7812915113677246
2026-01-29,-0.003112288979696537,0.7788599064069643
2026-01-30,-0.020822062515182815,0.7626424367451891
2026-02-02,-0.017393884700719967,0.7493771221325671
2026-02-03,0.00027042382764647186,0.749579771562285
2026-02-04,0.004388853272913551,0.7528695671960158
2026-02-05,-0.0045751782463400725,0.7494250547298491
2026-02-06,0.0008945496282440069,0.7500954526339544
2026-02-09,0.00816572656545314,0.756220526998153
2026-02-10,0.00801427688861707,0.7622810876903722
2026-02-11,-0.0005182152999531897,0.761886061967866
2026-02-12,-0.013010367162352474,0.7519736445657852
2026-02-13,0.014580655763801215,0.76293791342065
2026-02-17,-0.0144662421462787,0.7519010688225303
2026-02-18,0.005966729324892298,0.7563874589792916
2026-02-19,0.014777554524363884,0.7675650158959031
2026-02-20,0.003035541423427268,0.7698949912968288
2026-02-23,-0.005800006272124319,0.7654295955184302
2026-02-24,-0.00038865021645725917,0.7651321111404491
2026-02-25,0.003498508441661524,0.7678089322902601
2026-02-26,-0.005307739607638834,0.7637336024092443
2026-02-27,-0.009169534060697732,0.7567305211286532
2026-03-02,0.009060109289023219,0.7635865823524184
2026-03-03,0.004102990496508002,0.7667195708430714
2026-03-04,-0.003139816651822405,0.7643122119672602
2026-03-05,0.022060264510322253,0.7811731415317275
2026-03-06,0.010619059605303157,0.7894684656837148
2026-03-09,0.010209350964698397,0.7975284263254417
2026-03-10,0.0056083655312038775,0.8020012572618006
2026-03-11,0.00777560726214069,0.8082373040620114
2026-03-12,-0.010868326393400934,0.799453117238143
2026-03-13,-0.001,0.7986536641209049
2026-03-16,-0.0007983336321638751,0.7980160720403863
2026-03-17,0.0005416168682786104,0.7984482910061608
2026-03-18,-0.0037106805900204987,0.7954855044305892
2026-03-19,-0.004176982266461904,0.7921627755853551
2026-03-20,0.0009545967222217566,0.792918971574395
2026-03-23,-0.004001638868814439,0.7897459961979225
2026-03-24,0.0017063655624663526,0.7910935915689303
2026-03-25,0.0002596972543401077,0.7912990364025868
2026-03-26,-6.686416220855196e-06,0.7912937454478743
2026-03-27,-0.0027363486336642586,0.789128489888691
2026-03-30,0.004179875022027046,0.7924269483527466
2026-03-31,0.000593517507163771,0.7928972676197424
2026-04-01,-0.00176099666924584,0.7915009781724099
2026-04-02,-0.009465070592572025,0.7840093655399183
2026-04-06,-0.006601679609276919,0.7788335868979512
2026-04-07,0.004169825055768045,0.782081186702872
2026-04-08,0.013602907858836485,0.7927197650237205
2026-04-09,-0.0036143901003566903,0.7898545665526617
2026-04-10,-0.0067124552501822005,0.7845527031205249
2026-04-13,0.007093871568380511,0.7901182192350877
2026-04-14,0.010720213112129187,0.7985884549290638
2026-04-15,-0.0003498912171017443,0.7983090358426054
2026-04-16,-0.006011817627958437,0.7935097475083683
2026-04-17,0.030197944980162345,0.8174721112048485
2026-04-20,-0.013453520947793868,0.8064742330325169
2026-04-21,-0.005329463367661921,0.8021761581506068
2026-04-22,0.011261864109645067,0.8112101570356962
2026-04-23,0.004793530239108058,0.8150987174537184
2026-04-24,0.006986439354127767,0.8207933552108361
2026-04-27,0.00011186065543289381,0.8208851696935249
2026-04-28,-0.0014725901785984374,0.8196763422548771
2026-04-29,-0.004367679507028363,0.8160962586924145
2026-04-30,0.0008712870390163163,0.816807312785203
2026-05-01,0.012060120521582729,0.8266581074203027
2026-05-04,0.0,0.8266581074203027
2026-05-05,0.0,0.8266581074203027
